item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E06RI5M06,6,E06RI5,"M -  Here are three words. (Point to each.) Scott is very tall. He is the tallest person in his family. Who is tall: Sandy, Scott, or family?",NA,Scott is very tall. He is the tallest person in his family. [prgrph] Who is tall?,NA,Sandy,Scott,family,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.898498244006826,NA,NA,NA
E06RI5M07,6,E06RI5,"M -  Here are three words. (Point to each.) Bananas are a fruit. They are yellow and grow on trees. What is a fruit: bulbs, trees, or bananas?",NA,Bananas are a fruit. They are yellow and grow on trees. [prgrph] What is a fruit?,NA,bulbs,trees,bananas,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI5M08,6,E06RI5,"M -  Here are three words. (Point to each.) Alonso likes to sing in music. He sings lots of songs in class. What does Alonso like to do: sing, dance, or class?",NA,Alonso likes to sing in music. He sings lots of songs in class. [prgrph] What does Alonso like to do?,NA,sing,dance,class,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
E06RI6H09,6,E06RI6,"H - Here are three names. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) Who said, ""I love this book"": Jenny, Rhonda, or Raquel?",NA,"Raquel said, ""I love this book!"" Jenny did not like the book Raquel was talking about. They couldn't decide what to read. [prgrph] Who said, ""I love this book""?",NA,Jenny,Rhonda,Raquel,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
E06RI6H10,6,E06RI6,"H - Here are three names. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) Who is going to basketball practice: Timothy, Thomas, or Donald?","Here are three names. [highlight answer options] I will read a story to you, follow along. [highlight story] Who is going to basketball practice: Timothy, Thomas, or Donald?",Timothy is going to basketball practice. The coach's name is Donald. Timothy plays with some of his friends. [prgrph] Who is going to basketball practice?,NA,Timothy,Thomas,Donald,a,Moved the third sentence to become the second.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI6H10_intro.mp3,ELA_G6_E06RI6H10_stem.mp3,ELA_G6_E06RI6H10_a.mp3,ELA_G6_E06RI6H10_b.mp3,ELA_G6_E06RI6H10_c.mp3,FT,OI,OI,OI,NA,1.46799824400683,1.47,1.47,1.47
E06RI6H11,6,E06RI6,"H - Here are three names. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) Who goes camping every year with family: Jackie, Crystal, or Connie?",NA,"Every year Crystal goes camping with family. They play cards and hike. Her mom, Joanna cooks smores over the fire. [prgrph] Who goes camping every year with family?",NA,Jackie,Crystal,Connie,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
E06RI6H12,6,E06RI6,"H - Here are three names. (Point to each.) I will read a story to you, follow along. (Point to and read story to student.) Who has two older brothers: Rich, Larry, or Leonard?",NA,Leonard has two brothers. Rich and Mike are all older than Leonard. Leonard likes to play games with his brothers. [prgrph] Who has two older brothers?,NA,Rich,Mike,Leonard,c,Removed one of the names in sentences and changed the third sentence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6L01,6,E06RI6,"L - Here are three pictures with names. (Point to each.) Sophia likes to paint her nails. Her favorite color is purple. Who likes to paint their nails: Sophia, Sandy, or Paula?",NA,Sophia likes to paint her nails. Her favorite color is purple. [prgrph] Who likes to paint their nails?,NA,Sophia,Sandy,Paula,a,No changes.,NA,Girl_Nail_Polish.ai,Girl9.ai,Girl30.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.0466982440068263,NA,NA,NA
E06RI6L02,6,E06RI6,"L - Here are three pictures with names. (Point to each.) Jared likes to golf. He goes with his dad. Who likes to golf: Oliver, Jared, or James?",NA,Jared likes to golf. He goes with his dad. [prgrph] Who likes to golf?,NA,Oliver,Jared,James,b,No changes.,NA,Man1.ai,Boy_Golfing.ai,Man6.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6L03,6,E06RI6,"L - Here are three pictures with names. (Point to each.) Tonya is walking fast. She is trying to catch up with Vicki. Who is walking fast: Susan, Terri, or Tonya?",NA,Tonya is walking fast. She is trying to catch up with Vicki. [prgrph] Who is walking fast?,NA,Susan,Terri,Tonya,c,No changes.,NA,Girl2.ai,Girl4.ai,Girl_Running2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6L04,6,E06RI6,"L - Here are three pictures with names. (Point to each.) Oscar is at the park. He is playing with Joel. Who is playing with Joel: Oscar, Omar, or Jerry?",NA,Oscar is at the park. He is playing with Joel. [prgrph] Who is playing with Joel?,NA,Oscar,Omar,Jerry,a,No changes.,NA,Boys_Playing_Ball.ai,Boy_Sitting1.ai,Boy14.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6LSAMPLE,6,E06RI6,"L - Here are three pictures with names. (Point to each.) Ruben walked to the store. Peter was already there. Who walked to the store: Peter, Rusty, or Ruben?",NA,Ruben walked to the store. Peter was already there. [prgrph] Who walked to the store?,NA,Peter,Rusty,Ruben,c,No changes.,NA,Boy14.ai,Man1.ai,Boy_Walking5.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6M05,6,E06RI6,"M - Here are three names. (Point to each.) The cup of water spilled on Lacy's shirt. Luckily she had another shirt in her locker. Who had water spilled on their shirt: Jackie, Lacy, or Linda?",NA,The cup of water spilled on Lacy's shirt. Luckily she had another shirt in her locker. [prgrph] Who had water spilled on their shirt?,NA,Jackie,Lacy,Linda,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6M06,6,E06RI6,"M - Here are three names. (Point to each.) The phone call was for Cole. It was his sister Roberta. Who was the phone call for: Chad, Chase, or Cole?",NA,The phone call was for Cole. It was his sister Roberta. [prgrph] Who was the phone call for?,NA,Chad,Chase,Cole,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.284698244006826,NA,NA,NA
E06RI6M07,6,E06RI6,"M - Here are three names. (Point to each.) It was Brenda's turn to make dinner. She decided to make pasta. Whose turn was it to make dinner: Brenda, Maggie, or Bridget?",NA,It was Brenda's turn to make dinner. She decided to make pasta. [prgrph] Whose turn was it to make dinner?,NA,Brenda,Maggie,Bridget,a,"Changed the word ""is"" in question to it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI6M08,6,E06RI6,"M - Here are three names. (Point to each.) The birthday cake was prepared for Saul. He sent his brother Jeremiah to pick it up. Who was the birthday cake prepared for: Sam, Saul, or Jeremiah?",NA,The birthday cake was prepared for Saul. He sent his brother Jeremiah to pick it up. [prgrph] Who was the birthday cake prepared for?,NA,Sam,Saul,Jeremiah,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8H09,6,E06RI8,"H- Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What did the bird sing: tree, song, or play?","Here are three words. [highlight answer options] I will read sentences to you, follow along. [highlight sentences] What did the bird sing: tree, song, or play?",The bird sang a song. It was in a tree. The tree was in my backyard. [prgrph] What did the bird sing?,NA,tree,song,play,b,Changed distractor word music to tree.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI8H09_intro.mp3,ELA_G6_E06RI8H09_stem.mp3,ELA_G6_E06RI8H09_a.mp3,ELA_G6_E06RI8H09_b.mp3,ELA_G6_E06RI8H09_c.mp3,FT,OI,OI,OI,NA,1.01309824400683,1.01,1.01,1.01
E06RI8H10,6,E06RI8,"H- Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) Jan is ____: sick, happy, or hungry.",NA,Jan is hungry. She is ready to eat. Jan's mom made sandwiches for Lunch. [prgrph] Jan is ____.,NA,sick,happy,hungry,c,Changed question to what reviewer 3 suggested.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8H11,6,E06RI8,"H- Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What does Joe need: shoes, shirt, or pants?",NA,Joe needs new shoes. He will go to the store. Joe will buy red shoes. [prgrph] What does Joe need?,NA,shoes,shirt,pants,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8H12,6,E06RI8,"H- Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) What do I like listening to: books, TV, or radio?",NA,I like listening to the radio. The radio has lots of music. I can listen all day. [prgrph] What do I like listening to?,NA,books,TV,radio,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.305001755993174,NA,NA,NA
E06RI8L01,6,E06RI8,"L - Here are three pictures with words. (Point to each.) Apples grow on trees. Apples can be red, green, or yellow. Where do apples come from: grass, trees, or daffodils?","Here are three pictures with words. [highlight answer options] Apples grow on trees. Apples can be red, green, or yellow. Where do apples come from: grass, trees, or daffodils?","Apples grow on trees. Apples can be red, yellow, or green. [prgrph] Where do apples come from?",NA,grass,trees,daffodils,b,Changed distractor word plants to daffodils.,NA,Grass1.ai,Tree1.ai,Flower4.ai,Plants_Outdoors,prompt (SM),graphic + word,graphic + word,graphic + word,ELA_G6_E06RI8L01_intro.mp3,ELA_G6_E06RI8L01_stem.mp3,ELA_G6_E06RI8L01_a.mp3,ELA_G6_E06RI8L01_b.mp3,ELA_G6_E06RI8L01_c.mp3,FT,OI,OI,OI,NA,-1.30790175599317,-1.31,-1.31,-1.31
E06RI8L02,6,E06RI8,"L - Here are three pictures with words. (Point to each.) Rain comes from clouds. Clouds get dark before it rains. Where does rain come from: clouds, sun, or moon?",NA,Rain comes from clouds. Clouds get dark before it rains. [prgrph] Where does rain come from?,NA,clouds,sun,moon,a,No changes.,NA,Cloud4.ai,Sun1.ai,Moon_Stars2.ai,Weather/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8L03,6,E06RI8,"L - Here are three pictures with words. (Point to each.) The farmer grows wheat. Wheat is used for bread. What is wheat used for: cows, corn, or bread?",NA,The farmer grows wheat. Wheat is used for bread. [prgrph] What is wheat used for?,NA,cows,corn,bread,c,No changes.,NA,Cow1.ai,Corn.ai,Bread1.ai,Animals/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8L04,6,E06RI8,"L - Here are three pictures with words. (Point to each.) A hammer is a tool. A hammer pounds nails. What pounds nails: saw, hammer, or broom?",NA,A hammer is a tool. A hammer pounds nails. [prgrph] What pounds nails?,NA,saw,hammer,broom,b,No changes.,NA,Saw.ai,Hammer1.ai,Broom.ai,Tools/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8M05,6,E06RI8,"M - Here are three words. (Point to each.) We use wood to make a fire. A fire keeps us warm in the winter. What keeps us warm in the winter: fire, oven, or bricks?",NA,We use wood to make a fire. A fire keeps us warm in the winter. [prgrph] What keeps us warm in the winter?,NA,fire,oven,bricks,a,Changed distractor word stove to oven.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8M06,6,E06RI8,"M - Here are three words. (Point to each.) June is the first month of summer. It starts to get warm in June. What is the first month of summer: April, May, or June?",NA,June is the first month of summer. It starts to get warm in June. [prgrph] What is the first month of summer?,NA,April,May,June,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8M07,6,E06RI8,"M - Here are three words. (Point to each.) The books are on the shelf. The shelf is in the corner of the room. What are the books on: table, shelf, or case?",NA,The books are on the shelf. The shelf is in the corner of the room. [prgrph] What are the books on?,NA,table,shelf,case,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI8M08,6,E06RI8,"M - Here are three words. (Point to each.) You bake cookies in the oven. Cookies are a sweet treat. What do you bake cookies in: sink, fridge, or oven?",NA,You bake cookies in the oven. Cookies are a sweet treat. [prgrph] What do you bake cookies in?,NA,sink,fridge,oven,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.412101755993174,NA,NA,NA
E06RI8MSAMPLE,6,E06RI8,"M - Here are three words. (Point to each.) Bees gather nectar from flowers to make honey. It takes a lot of bees to make honey. Where do bees get nectar from: flowers, gather, or honey?","Here are three words. [highlight answer options] Bees gather nectar from flowers to make honey. It takes a lot of bees to make honey. Where do bees get nectar from: flowers, gather, or honey?",Bees gather nectar from flowers to make honey. It takes a lot of bees to make honey. [prgrph] Where do bees get nectar from?,NA,flowers,gather,honey,a,Changed the word to into do in question.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI8MSAMPLE_intro.mp3,ELA_G6_E06RI8MSAMPLE_stem.mp3,ELA_G6_E06RI8MSAMPLE_a.mp3,ELA_G6_E06RI8MSAMPLE_b.mp3,ELA_G6_E06RI8MSAMPLE_c.mp3,FT,OI,OI,OI,NA,1.58799824400683,1.59,1.59,1.59
E06RI9H09,6,E06RI9,"H - Here are three words. (Point to each.) I will read sentences to you, follow along.  (Point to and read sentences to student.) What is ice cream: lunch, dinner, or dessert?",NA,"Ice cream is a popular dessert. It is made with milk, eggs, cream, and sugar. Many people like to eat ice cream in the summer. [prgrph] What is ice cream?",NA,lunch,dinner,dessert,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.236401755993174,NA,NA,NA
E06RI9H10,6,E06RI9,"H - Here are three words. (Point to each.) I will read sentences to you, follow along.  (Point to and read sentences to student.) What is the first meal of the day: lunch, breakfast, or dinner?",NA,Breakfast is the first meal of the day. Lunch is the second meal of the day. Dinner is the last meal of the day. [prgrph] What is the first meal of the day?,NA,lunch,breakfast,dinner,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9H11,6,E06RI9,"H - Here are three words. (Point to each.) I will read sentences to you, follow along.  (Point to and read sentences to student.) What do ants live in: caves, houses, or colonies?",NA,Ants live in colonies with lots of other ants. Colonies can be found in tree trunks or soil. Every member of the ant colony has a job to do. [prgrph] What do ants live in?,NA,caves,houses,colonies,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9H12,6,E06RI9,"H - Here are three words. (Point to each.) I will read sentences to you, follow along.  (Point to and read sentences to student.) What does a chef do to make money: cook, paint, or sleep?",NA,A chef is a person who makes money by cooking for other people. Chefs can work in restaurants or in homes. There are many types of foods that chefs can cook. [prgrph] What does a chef do to make money?,NA,cook,paint,sleep,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.238901755993174,NA,NA,NA
E06RI9HSAMPLE,6,E06RI9,"H - Here are three words. (Point to each.) I will read sentences to you, follow along. (Point to and read sentences to student.) Which one of these is a kind of hat: company, cowboy, or candy?",NA,There are many kinds of hats. Cowboy hats are one kind. Others are baseball and sun hats. [prgrph] Which one of these is a kind of hat?,NA,company,cowboy,candy,b,Changed stocking hat to sun hat.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9L01,6,E06RI9,"L -  Here are three pictures with words. (Point to each.) Candles are made of wax. When wax gets hot it melts. What is made of wax: candle, cup, or cake?",NA,Candles are made of wax. When wax gets hot it melts. [prgrph] What is made of wax?,NA,candle,cup,cake,a,No changes.,NA,Candle2.ai,Glass1.ai,Cake1.ai,Household Objects/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.289098244006826,NA,NA,NA
E06RI9L02,6,E06RI9,"L -  Here are three pictures with words. (Point to each.) Cats are hunters. They are good at catching mice and birds. What are good hunters: birds, cake, or cats?",NA,Cats are hunters. They are good at catching mice and birds. [prgrph] What are good hunters?,NA,birds,cake,cats,c,No changes.,NA,Bird1.ai,Cake1.ai,Cat1.ai,Animals/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.455098244006826,NA,NA,NA
E06RI9L03,6,E06RI9,"L -  Here are three pictures with words. (Point to each.) Spiders spin webs. Spider webs catch food for spiders. What do spiders spin: box, ant, or web?",NA,Spiders spin webs. Spider webs catch food for spiders. [prgrph] What do spiders spin?,NA,box,ant,web,c,No changes.,NA,Box.ai,Ant1.ai,Spider1.ai,Household Objects/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9L04,6,E06RI9,"L -  Here are three pictures with words. (Point to each.) A pencil can write or draw.  An eraser takes away mistakes. What is used to draw or write: pencil, eraser, or ruler?",NA,A pencil can write or draw. An eraser takes away mistakes. [prgrph] What is used to draw or write?,NA,pencil,eraser,ruler,a,Changed wording to what reviewer 1 suggested.,NA,Pencil1.ai,Eraser1.ai,Ruler.ai,Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9M05,6,E06RI9,"M - Here are three numbers. (Point to each.) Most people have five fingers on each hand. Most people also have five toes on each foot. How many fingers do most people have on each hand: 5, 8, or 2?",NA,Most people have five fingers on each hand. Most people also have five toes on each foot. [prgrph] How many fingers do most people have on each hand?,NA,5,8,2,a,Do not use item.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9M06,6,E06RI9,"M - Here are three words. (Point to each.) People wear shoes on their feet to keep their feet warm and dry. Shoes come in many different sizes, styles, and colors. What do people wear to keep their feet warm and dry: juice, shoes, or hat?",NA,"People wear shoes on their feet to keep their feet warm and dry. Shoes come in many different sizes, styles, and colors. [prgrph] What do people wear to keep their feet warm and dry?",NA,juice,shoes,hat,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.111901755993174,NA,NA,NA
E06RI9M07,6,E06RI9,"M - Here are three words. (Point to each.) Scissors are used to cut many things. Scissors can cut paper, hair, and they can help open packages. What is used to cut things: scissors, paper, or hair?",NA,"Scissors are used to cut many things. Scissors can cut paper, hair, and they can help open packages. [prgrph] What is used to cut things?",NA,scissors,paper,hair,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI9M08,6,E06RI9,"M - Here are three words. (Point to each.) Penguins live where it is very cold with lots of snow and ice. Penguins swim in the cold ocean and eat fish. What do penguins eat: cold, snow, or fish?",NA,Penguins live where it is very cold with lots of snow and ice. Penguins swim in the cold ocean and eat fish. [prgrph] What do penguins eat?,NA,cold,snow,fish,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.31350175599317,NA,NA,NA
E06RL1H09,6,E06RL1,H - Here are three words and three sentences for you to read. (Point to each and have student read sentences.) What does Alfredo read? (Do not read answer choices.),"Here are three words and three sentences for you to read. [highlight words first, then sentences] What does Alfredo read? [No audio for answer choices]",There is one thing that Alfredo likes. He likes to read books. He reads books every day. [prgrph] What does Alfredo read?,NA,papers,boy,books,c,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RL1H09_intro.mp3,ELA_G6_E06RL1H09_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,-0.172801755993174,-0.17,-0.17,-0.17
E06RL1H10,6,E06RL1,H - Here are three words and three sentences for you to read. (Point to each and have student read sentences.) What do Bob and Ann play? (Do not read answer choices.),"Here are three words and three sentences for you to read. [highlight words first, then sentences] What do Bob and Ann play? [No audio for answer choices]",Bob and Ann are friends. They spend time together. They play games. [prgrph] What do Bob and Ann play?,NA,friends,games,toys,b,"Added the words ""spend time"" to second sentence.",NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RL1H10_intro.mp3,ELA_G6_E06RL1H10_stem.mp3,NA,NA,NA,FT,OI,OI,OI,NA,0.595798244006826,0.6,0.6,0.6
E06RL1H11,6,E06RL1,H - Here are three words and three sentences for you to read. (Point to each and have student read sentences.) What are Rusty and Chief? (Do not read answer choices.),NA,Rusty and Chief are horses. They like to eat grass. They run fast. [prgrph] What are Rusty and Chief?,NA,cows,grass,horses,c,Changed horse's names to Rusty and Chief.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1H12,6,E06RL1,H - Here are three words and three sentences for you to read. (Point to each and have student read sentences.) When is Ella's birthday? (Do not read answer choices.),NA,Her party will be soon. Saturday is Ella's birthday. She will be ten. [prgrph] When is Ella's birthday?,NA,tomorrow,Saturday,ten,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.21,NA,NA
E06RL1L01,6,E06RL1,"L - Here are three pictures with words. (Point to each.) The boats are on the water.  The boats are red and yellow. What is on the water: coat, boats, or water?",NA,The boats are on the water. The boats are red and yellow. [prgrph] What is on the water?,NA,coat,boats,water,b,No changes.,NA,Jacket2.ai,Boat13.ai,Lake1.ai,Clothing/Transportation/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1L02,6,E06RL1,"L -Here are three pictures with words. (Point to each.) Anna sees a pet.  Anna sees her pet bird.  What does Anna see: boy, cat, or bird?",NA,Anna sees a pet. Anna sees her pet bird. [prgrph] What does Anna see?,NA,boy,cat,bird,c,No changes.,NA,Boy14.ai,Cat1.ai,Bird1.ai,People/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.0876017559931737,NA,NA,NA
E06RL1L03,6,E06RL1,"L - Here are three pictures with words. (Point to each.) The dog chased the cat.  The cat ran up a tree.  Where did the cat run: cat, dog, or tree?",NA,The dog chased the cat. The cat ran up a tree. [prgrph] Where did the cat run?,NA,cat,dog,tree,c,Changed question to what reviewer 1 suggested.,NA,Cat1.ai,Dog3.ai,Tree2.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1L04,6,E06RL1,"L - Here are three pictures with words. (Point to each.) Sue likes flowers.  She likes red flowers best.  What does Sue like: flowers, tree, or Sue?",NA,Sue likes flowers. She likes red flowers best. [prgrph] What does Sue like?,NA,flowers,tree,Sue,a,No changes.,NA,Flower4.ai,Tree2.ai,Girl16.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1LSAMPLE,6,E06RL1,"L - Here are three pictures with words. (Point to each.) Lisa likes boats and cars. Jose likes trucks. What does Jose like: boats, trucks, or bikes?",NA,Lisa likes boats and cars. Jose likes trucks. [prgrph] What does Jose like?,NA,boats,trucks,bikes,b,Changed one of the names from Luis to Lisa. Changed a distractor from cars to bikes.,NA,Boat1.ai,Truck1.ai,Bicycle1.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1M05,6,E06RL1,"M - Here are three words. (Point to each.) Paul eats pizza for lunch.  He likes to eat it every day.  What does Paul like to eat: pizza, plate, or salad?","Here are three words. [highlight answer options] Paul eats pizza for lunch. He likes to eat it every day. What does Paul like to eat: pizza, plate, or salad?",Paul eats pizza for lunch. He likes to eat it every day. [prgrph] What does Paul like to eat?,NA,pizza,plate,salad,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RL1M05_intro.mp3,ELA_G6_E06RL1M05_stem.mp3,ELA_G6_E06RL1M05_a.mp3,ELA_G6_E06RL1M05_b.mp3,ELA_G6_E06RL1M05_c.mp3,FT,OI,OI,OI,NA,-0.878501755993174,-0.88,-0.88,-0.88
E06RL1M06,6,E06RL1,"M - Here are three words. (Point to each.) Tino has a big blue truck.  Marta and Tino like to ride in the truck.  What does Tino have: toy, car, or truck?",NA,Tino has a big blue truck. Marta and Tino like to ride in the truck. [prgrph] What does Tino have?,NA,toy,car,truck,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1M07,6,E06RL1,"M - Here are three words. (Point to each.) Lisa likes to eat red apples. She eats apples every day.  What does Lisa like to eat: banana, apples, or mangos?",NA,Lisa likes to eat red apples. She eats apples every day. [prgrph] What does Lisa like to eat?,NA,banana,apples,mangos,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RL1M08,6,E06RL1,"M - Here are three words. (Point to each.) Joy went running on Monday.  Joy loves to run.  When did Joy go running: Monday, run, or today?",NA,Joy went running on Monday. Joy loves to run. [prgrph] When did Joy go running?,NA,Monday,run,today,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RL2H09,6,E06RL2,"H - Here are three words. (Point to each.)   I will read sentences to you, follow along. (Point to and read sentences to student.) What are these sentences mostly about: book, sleep, or bag?",NA,Maria is reading a new book. She likes reading a book before going to sleep. She always has a book in her bag. [prgrph] What are these sentences mostly about?,NA,book,sleep,bag,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.453598244006826,NA,NA,NA
