item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S05ESS3.1H23,NA,5,S05ESS3.1,"H - Here are three activities. (Point to answer choices.) Which is good for the Earth: recycling, driving a car, or polluting the air?",Which is good for the Earth?,recycling,driving a car,polluting the air,a,NA,Recycling6.ai,Car7.ai,Pollution2.ai,People/Transportation/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1H24,ESS - OI,5,S05ESS3.1,"H - Here are three activities. (Point to answer choices.) Which can harm the Earth: recycling, driving a car, or riding a bike?",Which can harm the Earth?,recycling,driving,bicycling,b,NA,Recycling6.ai,Car7.ai,Bicycle5.ai,People/Transportation,NA,graphic + word,graphic + word,graphic + word,Science_G5_S05ESS3.1H24_intro.mp3,Science_G5_S05ESS3.1H24_stem.mp3,Science_G5_S05ESS3.1H24_a.mp3,Science_G5_S05ESS3.1H24_b.mp3,Science_G5_S05ESS3.1H24_c.mp3,FT,OI,OI,OI,NA,1.69,1.69,1.69,1.69
S05ESS3.1H30,NA,5,S05ESS3.1,"H - Here are three pictures. (Point to answer choices.) Which pollutes the Earth: A, B, or C?",Which pollutes the Earth?,A,B,C,a,NA,Pollution2.ai,Recycling7.ai,Skateboard2.ai,Misc./People/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1H31,NA,5,S05ESS3.1,"H - Here are three activities. (Point to answer choices.) Which pollutes the environment: A, B, or C?",Which pollutes the environment?,A,B,C,c,NA,Girl_Walking.ai,Recycling7.ai,Car7.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1H32,NA,5,S05ESS3.1,"H - Here are three activities. (Point to answer choices.) Which activity helps the environment: dumping chemicals, planting trees, or littering trash?",Which activity helps the environment?,dumping chemicals,planting trees,littering trash,b,NA,Dumping_Chemical.ai,Planting_Tree.ai,Tent1.ai,People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.18,NA,NA,NA
S05ESS3.1H7,NA,5,S05ESS3.1,"H - Here are three activities. (Point to student materials.) Which activity protects the Earth's environment: recycling, polluting, or littering?",Which activity protects the Earth's environment?,recycling,polluting,littering,a,NA,Recycling8.ai,Pollution2.ai,Littering.ai,People/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.7,NA,NA,NA
S05ESS3.1H8,NA,5,S05ESS3.1,"H - Here are three activities. (Point to student materials.) Which protects the Earth's environment: littering, riding a bike, or a ship spilling oil?",Which protects the Earth's environment?,littering,riding a bike,spilling oil,b,NA,Littering_Stream.ai,Bicycle4.ai,Oil_Spill.ai,Plants_Outdoors/Transportation/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1L1,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to student materials.) Which harms the Earth: kite flying, bike riding, or air pollution?",Which harms the Earth?,kite flying,bike riding,air pollution,c,NA,Girl_Flying_Kite.ai,Bicycle6.ai,Car7.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.09,NA,NA,NA
S05ESS3.1L10,NA,5,S05ESS3.1,"L -  Here are three people. (Point to answer choices.) Who is hurting the Earth: A, B, or C?",Who is hurting the Earth?,A,B,C,c,NA,Girl_Flowers.ai,Girl_Reading1.ai,Boy_Littering_Pond.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1L17,NA,5,S05ESS3.1,"L -  Here are three girls. (Point to answer choices.) Which is harming the Earth: skating, littering, or sleeping?",Which is harming the Earth?,skating,littering,sleeping,b,NA,Skateboard2.ai,Girl_Littering.ai,Girl_Sleeping4ai,Sports/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.74,NA,NA,NA
S05ESS3.1L18,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to answer choices.) Which is harming the Earth: sleeping, walking, or polluting?",Which is harming the Earth?,sleeping,walking,polluting,c,NA,Girl_Sleeping4ai,Girl_Walking.ai,Car7.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.57,NA,NA,NA
S05ESS3.1L19,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to answer choices.) Which harms the Earth: pollution, walking, or playing?",Which harms the Earth?,pollution,walking,playing,a,NA,Littering_Stream.ai,Boy_Walking3.ai,Boy_Soccer1.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1L2,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to student materials.) Which person is hurting the Earth: A, B, or C?",Which person is hurting the Earth?,A,B,C,c,NA,Jumping_Rope.ai,Girl_Swinging.ai,Boy_Littering2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1L25,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to answer choices.) Which  hurts the Earth: littering, playing, or eating?",Which hurts the Earth?,littering,playing,eating,a,NA,Girl_Littering.ai,Boy_Basketball1.ai,Girl_Eating.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.35,NA,NA,NA
S05ESS3.1L26,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to answer choices.) Which hurts the Earth: A, B, or C?",Which hurts the Earth?,A,B,C,c,NA,Boy_Apple1.ai,Boy_Tree2.ai,Girl_Littering.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1L3,NA,5,S05ESS3.1,"L - Here are three pictures. (Point to student materials.) Which harms the environment: walking to school, riding a bike, or driving a truck?",Which harms the environment?,walking to school,riding a bike,driving a truck,c,NA,Boy_Walking3.ai,Bicycle4.ai,Truck7.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1L9,NA,5,S05ESS3.1,"L -  Here are three people. (Point to answer choices.) Who is hurting the Earth: A, B, or C?",Who is hurting the Earth?,A,B,C,a,NA,Boy_Littering3.ai,Girl_Flowers.ai,Girl_Reading1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1LSAMPLE,ESS - OI,5,S05ESS3.1,"L - Here are three activities. (Point to student materials.) Which harms the Earth: littering, walking, or playing?",Which harms the Earth?,littering,walking,playing,a,NA,Boy_Littering2.ai,Boy_Walking3.ai,Boy_Soccer1.ai,People,NA,graphic + word,graphic + word,graphic + word,Science_G5_S05ESS3.1Lsample_intro.mp3,Science_G5_S05ESS3.1Lsample_stem.mp3,Science_G5_S05ESS3.1Lsample_a.mp3,Science_G5_S05ESS3.1Lsample_b.mp3,Science_G5_S05ESS3.1Lsample_c.mp3,FT,OI,OI,OI,NA,NA,NA,NA,NA
S05ESS3.1M11,NA,5,S05ESS3.1,"M - Here are three people. (Point to answer choices.) Who is helping the Earth: A, B, or C?",Who is helping the Earth?,A,B,C,a,NA,Girl_Recycling1.ai,Burning_Trash.ai,Tree_Stumps_Boy.ai,People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M12,NA,5,S05ESS3.1,"M - Here are three people. (Point to answer choices.) Who is helping the Earth: A, B, or C?",Who is helping the Earth?,A,B,C,b,NA,Burning_Trash.ai,Girl_Flowers.ai,Tree_Stumps_Boy.ai,People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M13,NA,5,S05ESS3.1,"M - Here are three people. (Point to answer choices.) Who is helping the environment: A, B, or C?",Who is helping the environment?,A,B,C,c,NA,Pollution.ai,Tree_Stumps_Boy.ai,Girl_Recycling1.ai,Misc./Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M20,NA,5,S05ESS3.1,"M - Here are three activities. (Point to answer choices.) Which is good for the Earth: walking, driving, or reading?",Which is good for the Earth?,walking,driving,reading,a,NA,Girl_Walking.ai,Car7.ai,Boy_Reading.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M21,NA,5,S05ESS3.1,"M - Here are three activities. (Point to answer choices.) Which protects the Earth: driving, recycling, or basketball?",Which protects the Earth?,driving,recycling,basketball,b,NA,Car7.ai,Girl_Recycling1.ai,Boy_Basketball2.ai,Transportation/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.65,NA,NA,NA
S05ESS3.1M22,NA,5,S05ESS3.1,"M - Here are three activities. (Point to answer choices.) Which is good for the Earth: A, B, or C?",Which is good for the Earth?,A,B,C,c,NA,TV1.ai,Car7.ai,Bicycle5.ai,Household Objects/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M27,NA,5,S05ESS3.1,"M - Here are three people. (Point to answer choices.) Who is helping protect the Earth: recycling, studying, or eating?",Who is helping protect the Earth?,recycling,studying,eating,a,NA,Boy_Recycling1.ai,Boy_Reading.ai,Girl_Eating.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M28,NA,5,S05ESS3.1,"M - Here are three activities. (Point to answer choices.) Which helps protect the Earth: studying, playing, or recycling?",Which helps protect the Earth?,studying,playing,recycling,c,NA,Boy_Laptop.ai,Boy_Baseball.ai,Girl_Recycling3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.43,NA,NA,NA
S05ESS3.1M29,NA,5,S05ESS3.1,"M - Here are three activities. (Point to answer choices.) Which helps protect the Earth: eating dinner, planting trees, or getting sleep?",Which helps protect the Earth?,eating dinner,planting trees,gettign sleep,b,NA,Girl_Eating.ai,Girl_Planting_Tree1.ai,Boy_Sleeping3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.57,NA,NA,NA
S05ESS3.1M4,ESS - OI,5,S05ESS3.1,"M - Here are three activities. (Point to student materials.) Which activity protects the Earth: recycling, reading, or swinging?",Which activity protects the Earth?,recycling,reading,swinging,a,NA,Boy_Recycling1.ai,Girl_Reading1.ai,Girl_Swinging.ai,People,NA,graphic + word,graphic + word,graphic + word,Science_G5_S05ESS3.1M4_intro.mp3,Science_G5_S05ESS3.1M4_stem.mp3,Science_G5_S05ESS3.1M4_a.mp3,Science_G5_S05ESS3.1M4_b.mp3,Science_G5_S05ESS3.1M4_c.mp3,FT,OI,OI,OI,NA,1.28,1.28,1.28,1.28
S05ESS3.1M5,NA,5,S05ESS3.1,"M - Here are three activities. (Point to student materials.) Who is protecting the Earth: watch TV, sleep, or bike to work?",Who is protecting the Earth?,watch TV,sleep,bike to work,c,NA,Boy_Watching_TV.ai,Boy_Sleeping3.ai,Bicycle8.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ESS3.1M6,NA,5,S05ESS3.1,"M - Here are three activities. (Point to student materials.)Which can help protect the Earth: A, B, or C?",Which can help protect the Earth?,A,B,C,b,NA,Girl_Eating.ai,Boy_Throwing_Garbage1.ai,Girl_Sitting1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1H15,NA,5,S05ETS1.1,"M - Here are three people. (Point to student materials.) Sometimes people need help solving problems. Who needs help solving a problem: A, B, or C?",Sometimes people need help solving problems. Who needs help solving a problem?,A,B,C,b,NA,Boy_Bicycle2.ai,Car17.ai,Girl_Walking2.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1H16,NA,5,S05ETS1.1,"M - Here are three people. (Point to answer choices.) Sometimes people need help solving problems. Who needs help solving a problem: A, B, or C?",Sometimes people need help solving problems. Who needs help solving a problem?,A,B,C,c,NA,Girl_Soccer1.ai,Boy_Bicycle1.ai,Girl_Swingset.ai,People,NA,graphic + letter,graphic + letter,graphic + letter,Science_G5_S05ETS1.1H16_intro.mp3,Science_G5_S05ETS1.1H16_stem.mp3,Science_G5_S05ETS1.1H16_a.mp3,Science_G5_S05ETS1.1H16_b.mp3,Science_G5_S05ETS1.1H16_c.mp3,FT,NA,OI,OI,NA,NA,NA,-0.08,-0.08
S05ETS1.1H22,NA,5,S05ETS1.1,"H - José found a problem.  (Point to boy in prompt.) Which shows a design problem to solve: A, B, or C?",Which shows a design problem to solve?,A,B,C,c,Boy3.ai,Phone2.ai,Glasses.ai,Soccer8.ai,People/Household Objects/Misc./Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1H23,ETS - OI,5,S05ETS1.1,"H - Helen found a problem. (Point to girl in prompt.) Which shows a  problem for Helen to solve: A, B, or C?",Which shows a  problem for Helen to solve?,A,B,C,b,Girl_Smiling4.ai,Book9.ai,Glasses2.ai,Skateboard.ai,People/Classroom/Misc./Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.17,0.17,NA,NA
S05ETS1.1H24,ETS - OI,5,S05ETS1.1,"H - Tina found a problem. (Point to girl in prompt.) Which shows a design problem to solve: A, B, or C?",Which shows a design problem to solve?,A,B,C,c,Girl_Smiling2.ai,Book9.ai,Teddy_Bear1.ai,Bicycle7.ai,People/Classroom/Misc./Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.47,0.47,NA,NA
S05ETS1.1H31,NA,5,S05ETS1.1,"H - Here are three pictures. (Point to answer choices.) Which airplane has a problem: A, B, or C?",Which airplane has a problem?,A,B,C,a,NA,Plane2.ai,Plane3.ai,Plane4.ai,Transportation,NA,graphic + letter,graphic + letter,graphic + letter,Science_G5_S05ETS1.1H31_intro.mp3,Science_G5_S05ETS1.1H31_stem.mp3,Science_G5_S05ETS1.1H31_a.mp3,Science_G5_S05ETS1.1H31_b.mp3,Science_G5_S05ETS1.1H31_c.mp3,FT,NA,OI,OI,NA,-0.73,NA,-0.46,-0.46
S05ETS1.1H32,ETS - OI,5,S05ETS1.1,"H - Here are three vehicles. (Point to answer choices.) Which vehicle has a design problem to solve: A, B, or C?",Which vehicle has a design problem to solve?,A,B,C,b,NA,Car1.ai,Boat10.ai,Bicycle1.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.57,NA,NA,NA
S05ETS1.1H6,NA,5,S05ETS1.1,"H - Here are three pictures. (Point to answer choices.) Which shows a design problem to solve: A, B,  or C?",Which shows a design problem to solve?,A,B,C,c,NA,Plane1.ai,Bicycle1.ai,Car15.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1H7,NA,5,S05ETS1.1,"H - Here are three pictures. (Point to answer choices.) Which shows a design problem to solve: A, B,  or C?",Which shows a design problem to solve?,A,B,C,b,NA,Train7.ai,Helicopter1.ai,Bus6.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1H8,NA,5,S05ETS1.1,"H - Here are three pictures. (Point to answer choices.) Which shows a design problem to solve: A, B,  or C?",Which shows a design problem to solve?,A,B,C,a,NA,Train8.ai,Helicopter2.ai,Car16.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L1,NA,5,S05ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem to solve: A, B, or C?",Which shows a problem to solve?,A,B,C,a,NA,Car18.ai,Brick4.ai,Bird1.ai,Transportation/Misc./Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L10,NA,5,S05ETS1.1,"L - Here are three people. (Point to answer choices.) Sometimes people need help. Which picture shows someone who needs help: A, B, or C?",Sometimes people need help. Which picture shows someone who needs help?,A,B,C,b,NA,Boy_Soccer2.ai,Girl_Book_Shelf1.ai,Girl_Book_Shelf2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L11,NA,5,S05ETS1.1,"L - Here are three people. (Point to answer choices.) Sometimes people need help. Which picture shows someone who needs help: A, B, or C?",Sometimes people need help. Which picture shows someone who needs help?,A,B,C,c,NA,Boy_Soccer2.ai,Boy21.ai,Girl_Bicycle1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L17,ETS - OI,5,S05ETS1.1,"L - Here are three children. (Point to answer choices.) Who has a problem to solve: A, B, or C?",Who has a problem to solve?,A,B,C,b,NA,Girl_Reading1.ai,Girl_Spilled_Drink.ai,Boy_Flying_Kite.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.15,NA,NA,NA
S05ETS1.1L18,NA,5,S05ETS1.1,"L - Here are three kids. (Point to answer choices.) Who has a problem: A, B, or C?",Who has a problem?,A,B,C,a,NA,Girl33.ai,Girl_Cat.ai,Boy_Tree.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L2,NA,5,S05ETS1.1,"L - Here are three objects. (Point to answer choices.) Which object has a problem to solve: A, B, or C?",Which object has a problem to solve?,A,B,C,b,NA,Apple1.ai,Light_Broken_Bulb.ai,Basketball10.ai,Food/Household Objects/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,-0.32,-0.32,-0.32,NA
S05ETS1.1L25,NA,5,S05ETS1.1,"L - Here are three objects. (Point to answer choices.) Which shows an object with a problem to solve: A, B, or C?",Which shows an object with a problem to solve?,A,B,C,c,NA,Wagon.ai,Book1.ai,Car19.ai,Misc./Classroom/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L26,NA,5,S05ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem to solve: A, B, or C?",Which shows a problem to solve?,A,B,C,a,NA,Baby_Carriage.ai,Backpack.ai,Book1.ai,Transportation/Misc./Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L27,NA,5,S05ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem to solve: A, B, or C?",Which shows a problem to solve?,A,B,C,c,NA,Ruler.ai,Backpack.ai,Cup3.ai,Classroom/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1L9,NA,5,S05ETS1.1,"L - Here are three people. (Point to answer choices.) Sometimes people need help. Which picture shows someone who needs help: A, B, or C?",Sometimes people need help. Which picture shows someone who needs help?,A,B,C,a,NA,GIrl_Wheelchair_Stairs.ai,Boy21.ai,Girl_Stairs.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M12,NA,5,S05ETS1.1,"M - Here are three people. (Point to answer choices.) Sometimes people need help solving problems. Who needs help: A, B, or C?",Sometimes people need help solving problems. Who needs help?,A,B,C,c,NA,Girl_Walking2.ai,Boy_Bicycle2.ai,Girl_Wheelchair_Shelf.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M13,NA,5,S05ETS1.1,"M - Here are three people. (Point to answer choices.) Sometimes people need help solving problems. Who needs help: A, B, or C?",Sometimes people need help solving problems. Who needs help?,A,B,C,b,NA,Boy_Eating3.ai,Girl_Wheelchair_Shelf.ai,Girl_Drinking_Water.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M14,NA,5,S05ETS1.1,"M - Here are three people. (Point to answer choices.) Sometimes people need help solving problems. Who needs help solving a problem: A, B, or C?",Sometimes people need help solving problems. Who needs help solving a problem?,A,B,C,a,NA,Girl_Bicycle6.ai,Boy_Eating4.ai,Boy_Basketball3.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M19,ETS - OI,5,S05ETS1.1,"M - Here are three children. (Point to answer choices.) Who has a design problem to solve: A, B, or C?",Who has a design problem to solve?,A,B,C,a,NA,Boy_Bicycle3.ai,Girl_Reading1.ai,Boy_Flying_Kite.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.16,NA,NA,NA
S05ETS1.1M20,ETS - OI,5,S05ETS1.1,"M - Here are three people. (Point to answer choices.) Who has a design problem to solve: A, B, or C?",Who has a design problem to solve?,A,B,C,c,NA,Boy_Skateboarding1.ai,Girl_Soccer4.ai,Car41.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.25,NA,NA,NA
S05ETS1.1M21,NA,5,S05ETS1.1,"M - Here are three children. (Point to answer choices.) Who has a design problem to solve: A, B, or C?",Who has a design problem to solve?,A,B,C,b,NA,Girl_Reading1.ai,Girl_Airplane.ai,Boy_Skateboarding1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M28,NA,5,S05ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which shows a design problem to solve: A, B, or C?",Which shows a design problem to solve?,A,B,C,a,NA,Girl_Bicycle6.ai,Boy_Skateboarding1.ai,Boy_Planting_Tree.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M29,NA,5,S05ETS1.1,"M - Here are three pictures. (Point to answer choices.) Who has a design problem to solve: A, B, or C?",Who has a design problem to solve?,A,B,C,c,NA,Girl_Carriage.ai,Girl_Backpack1.ai,Car42.ai,People/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.69,NA,NA,NA
S05ETS1.1M3,NA,5,S05ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which shows a problem to solve: A, B,  or C?",Which shows a problem to solve?,A,B,C,c,NA,Boy_Eating3.ai,Girl_Wheelchair_Shelf.ai,Girl_Drinking_Water.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.84,NA,NA,NA
S05ETS1.1M30,NA,5,S05ETS1.1,"M - Here are three people. (Point to answer choices.) Who has a design problem to solve: A, B, or C?",Who has a design problem to solve?,A,B,C,c,NA,Boy_Wagon1.ai,Boy_Bicycle2.ai,Girl_Carriage2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.01,NA,NA,NA
S05ETS1.1M4,NA,5,S05ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which shows a problem to solve: A, B,  or C?",Which shows a problem to solve?,A,B,C,a,NA,Soccer8.ai,Jump_Rope.ai,Book10.ai,Sports/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1M5,NA,5,S05ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which shows a problem to solve: A, B,  or C?",Which shows a problem to solve?,A,B,C,b,NA,Boy_Ball6.ai,Girl_Toy.ai,Boy_Apple2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.1MSAMPLE,NA,5,S05ETS1.1,"M - Here are three pictures. (Point to student materials.) Which shows a design problem to solve: dumping chemicals, planting trees, or leaving trash?",Which shows a design problem to solve?,dumping chemicals,planting trees,leaving trash,b,NA,Dumping_Chemical.ai,Girl_Planting_Tree3.ai,Boy_Throwing_Garbage3.ai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2H14,NA,5,S05ETS1.2,"H - Dan has messy hair. (Point to prompt.) Which tool could help Dan: a brush, hammer, or fork.",Dan has messy hair. Which tool could help Dan?,brush,hammer,fork,a,Boy_Hair.ai,Brush.ai,Hammer1.ai,Fork2.ai,People/Household Objects/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2H15,NA,5,S05ETS1.2,"H - Here is Jess. She needs to know the time. (Point to prompt.) Which would tell her what time it is: hairbrush, clock, or calculator?",Here is Jess. She needs to know the time. Which would tell her what time it is?,hairbrush,clock,calculator,b,Girl18.ai,Brush.ai,Digital_Clock2.ai,Calculator2.ai,People/Household Objects/Time/Calculator,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.89,NA,NA,NA
S05ETS1.2H16,ETS - FT,5,S05ETS1.2,"H - Here are three pictures. (Point to answer choices.) Which could help you wash your hands: fork and spoon, hairbrush and mirror, or soap and faucet?",Which could help you wash your hands?,fork and spoon,hairbrush and mirror,soap and faucet,c,NA,Spoon_Fork.ai,Mirror_HairBrush.ai,Faucet_Soap.ai,Household Objects,NA,graphic + word,graphic + word,graphic + word,Science_G5_S05ETS1.2H16_intro.mp3,Science_G5_S05ETS1.2H16_stem.mp3,Science_G5_S05ETS1.2H16_a.mp3,Science_G5_S05ETS1.2H16_b.mp3,Science_G5_S05ETS1.2H16_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,-0.6961
S05ETS1.2H23,NA,5,S05ETS1.2,"H - Here is a nail and a board. (Point to prompt.) Which tool will pull the nail out of the board: pliers, ruler, or rope?",Here is a nail and a board. Which tool will pull the nail out of the board?,pliers,ruler,rope,a,Nail_Wood2.ai,Pliers.ai,Ruler.ai,Rope1.ai,Tools/Classroom/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
