item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M08FUN2.4_M08,8,M08FUN2.4,"(M) Here are three line graphs, A, B, and C, and one output table. (Point to student materials.) Which line graph matches the output table: A, B, or C?",Which line graph matches the output table?,A,B,C,c,NA,Table_XY55.ai,Graph_Vector86.ai,Graph_Vector87.ai,Graph_Vector88.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08FUN2.4_SAMPLE,8,M08FUN2.4,"(H) Here are three line graphs, A, B, and C, and one output table. (Point to student materials.) Which line graph matches the output table: A, B, or C?",Which line graph matches the output table?,A,B,C,c,NA,Table_XY81.ai,Graph_Vector89.ai,Graph_Vector90.ai,Graph_Vector92.ai,Graphs_Number Lines_Tables,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G8_M08FUN2.4_SAMPLE_intro.mp3,Math_G8_M08FUN2.4_SAMPLE_stem.mp3,Math_G8_M08FUN2.4_SAMPLE_a.mp3,Math_G8_M08FUN2.4_SAMPLE_b.mp3,Math_G8_M08FUN2.4_SAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.3964
M08FUN2.5_H09,8,M08FUN2.5,"(H) Here is a line. (Point to student materials). When a line has zero slope, it is flat from left to right. Which line has zero slope: A, B, or C?",Which line has zero slope?,A,B,C,b,NA,IntersectingLines_ABC3.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.55,NA,NA,NA
M08FUN2.5_H10,8,M08FUN2.5,"(H) Here is a line. (Point to student materials). When a line has zero slope, it is flat from left to right. Which line has zero slope: A, B, or C?",Which line has zero slope?,A,B,C,c,NA,IntersectingLines_ABC4.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,letter only,letter only,letter only,Math_G8_M08FUN2.5_H10_intro.mp3,Math_G8_M08FUN2.5_H10_stem.mp3,Math_G8_M08FUN2.5_H10_a.mp3,Math_G8_M08FUN2.5_H10_b.mp3,Math_G8_M08FUN2.5_H10_c.mp3,FT,OI,OI,OI,NA,0.29,0.29,0.29,0.29
M08FUN2.5_H11,8,M08FUN2.5,"(H) Here is a line. (Point to student materials). When a line has an undefined slope, the line is vertical. Which line has undefined slope: A, B, or C?",Which line has undefined slope?,A,B,C,c,NA,IntersectingLines_ABC5.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.92,NA,NA,NA
M08FUN2.5_H12,8,M08FUN2.5,"(H) Here is a line. (Point to student materials). When a line has an undefined slope, the line is vertical. Which line has undefined slope: A, B, or C?",Which line has undefined slope?,A,B,C,a,NA,IntersectingLines_ABC6.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.92,NA,NA,NA
M08FUN2.5_L01,8,M08FUN2.5,"(L) Here is a line. (Point to student materials). When slope is positive, the line goes up to the right. Which line has positive slope: A, B, or C?",Which line has positive slope?,A,B,C,c,NA,IntersectingLines_ABC7.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.51,NA,NA,NA
M08FUN2.5_L02,8,M08FUN2.5,"(L) Here is a line. (Point to student materials). When slope is positive, the line goes up to the right. Which line has positive slope: A, B, or C?",Which line has positive slope?,A,B,C,b,NA,IntersectingLines_ABC8.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,letter only,letter only,letter only,Math_G8_M08FUN2.5_L02_intro.mp3,Math_G8_M08FUN2.5_L02_stem.mp3,Math_G8_M08FUN2.5_L02_a.mp3,Math_G8_M08FUN2.5_L02_b.mp3,Math_G8_M08FUN2.5_L02_c.mp3,FT,OI,OI,OI,NA,1.11,1.11,1.11,1.11
M08FUN2.5_L03,8,M08FUN2.5,"(L) Here is a line. (Point to student materials). When slope is positive, the line goes up to the right. Which line has positive slope: A, B, or C?",Which line has positive slope?,A,B,C,c,NA,IntersectingLines_ABC9.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.02,NA,NA,NA
M08FUN2.5_L04,8,M08FUN2.5,"(L) Here is a line. (Point to student materials). When slope is positive, the line goes up to the right. Which line has positive slope: A, B, or C?",Which line has positive slope?,A,B,C,a,NA,IntersectingLines_ABC10.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.62,NA,NA,NA
M08FUN2.5_M05,8,M08FUN2.5,"(M) Here is a line. (Point to student materials). When slope is negative the line goes down to the right. Which line has negative slope: A, B, or C?",Which line has negative slope?,A,B,C,c,NA,IntersectingLines_ABC11.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.92,NA,NA,NA
M08FUN2.5_M06,8,M08FUN2.5,"(M) Here is a line. (Point to student materials). When slope is negative the line goes down to the right. Which line has negative slope: A, B, or C?",Which line has negative slope?,A,B,C,b,NA,IntersectingLines_ABC12.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.56,NA,NA,NA
M08FUN2.5_M07,8,M08FUN2.5,"(M) Here is a line. (Point to student materials). When slope is negative the line goes down to the right. Which line has negative slope: A, B, or C?",Which line has negative slope?,A,B,C,a,NA,IntersectingLines_ABC13.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,letter only,letter only,letter only,Math_G8_M08FUN2.5_M07_intro.mp3,Math_G8_M08FUN2.5_M07_stem.mp3,Math_G8_M08FUN2.5_M07_a.mp3,Math_G8_M08FUN2.5_M07_b.mp3,Math_G8_M08FUN2.5_M07_c.mp3,FT,OI,OI,OI,NA,2.14,2.14,2.14,2.14
M08FUN2.5_M08,8,M08FUN2.5,"(M) Here is a line. (Point to student materials). When slope is negative the line goes down to the right. Which line has negative slope: A, B, or C?",Which line has negative slope?,A,B,C,a,NA,IntersectingLines_ABC14.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.28,NA,NA,NA
M08FUN2.5_SAMPLE,8,M08FUN2.5,"(L) Here is a line. (Point to student materials). When slope is positive, the line goes up to the right. Which line has positive slope: A, B, or C?",Which line has positive slope?,A,B,C,a,NA,IntersectingLines_ABC15.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO1.2_H09,8,M08GEO1.2,"(H) Here is an isosceles triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,b,NA,Triangle32.ai,Triangle29.ai,Triangle30.ai,Triangle31.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.46,NA,NA,NA
M08GEO1.2_H10,8,M08GEO1.2,"(H) Here is an isosceles triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,a,NA,Triangle36.ai,Triangle33.ai,Triangle34.ai,Triangle35.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.46,NA,NA,NA
M08GEO1.2_H11,8,M08GEO1.2,"(H) Here is an isosceles triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,a,NA,Triangle32.ai,Triangle37.ai,Triangle38.ai,Triangle39.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.71,NA,NA,NA
M08GEO1.2_H12,8,M08GEO1.2,"(H) Here is an isosceles triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,b,NA,Triangle32.ai,Triangle33.ai,Triangle40.ai,Triangle41.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.79,NA,NA,NA
M08GEO1.2_L01,8,M08GEO1.2,"(L) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,a,NA,Triangle45.ai,Triangle42.ai,Triangle43.ai,Triangle44.ai,Shapes,prompt + graphic,graphic + letters,graphic + letters,graphic + letters,Math_G8_M08GEO1.2_L01_intro.mp3,Math_G8_M08GEO1.2_L01_stem.mp3,Math_G8_M08GEO1.2_L01_a.mp3,Math_G8_M08GEO1.2_L01_b.mp3,Math_G8_M08GEO1.2_L01_c.mp3,FT,OI,OI,OI,NA,-0.65,-0.65,-0.65,-0.65
M08GEO1.2_L02,8,M08GEO1.2,"(L) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,b,NA,Triangle45.ai,Triangle46.ai,Triangle47.ai,Triangle149.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.42,NA,NA,NA
M08GEO1.2_L03,8,M08GEO1.2,"(L) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,c,NA,Triangle45.ai,Triangle48.ai,Triangle49.ai,Triangle50.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.47,NA,NA,NA
M08GEO1.2_L04,8,M08GEO1.2,"(L) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,b,NA,Triangle45.ai,Triangle51.ai,Triangle52.ai,Triangle53.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.45,NA,NA,NA
M08GEO1.2_M05,8,M08GEO1.2,"(M) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,a,NA,Triangle57.ai,Triangle54.ai,Triangle55.ai,Triangle56.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.35,NA,NA,NA
M08GEO1.2_M06,8,M08GEO1.2,"(M) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,c,NA,Triangle57.ai,Triangle58.ai,Triangle59.ai,Triangle60.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.89,NA,NA,NA
M08GEO1.2_M07,8,M08GEO1.2,"(M) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,b,NA,Triangle57.ai,Triangle61.ai,Triangle62.ai,Triangle63.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.98,NA,NA,NA
M08GEO1.2_M08,8,M08GEO1.2,"(M) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,a,NA,Triangle57.ai,Triangle64.ai,Triangle65.ai,Triangle66.ai,Shapes,prompt + graphic,graphic + letters,graphic + letters,graphic + letters,Math_G8_M08GEO1.2_M08_intro.mp3,Math_G8_M08GEO1.2_M08_stem.mp3,Math_G8_M08GEO1.2_M08_a.mp3,Math_G8_M08GEO1.2_M08_b.mp3,Math_G8_M08GEO1.2_M08_c.mp3,FT,OI,OI,OI,NA,1.06,1.06,1.06,1.06
M08GEO1.2_SAMPLE,8,M08GEO1.2,"(M) Here is a triangle, ABC. (Point to student materials.) Congruent triangles are the same.Which triangle is congruent with ABC: DEF, GHI, or JKL?",Which triangle is congruent with ABC?,DEF,GHI,JKL,a,NA,Triangle45.ai,Triangle67.ai,Triangle68.ai,Triangle150.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO1.4_H09,8,M08GEO1.4,"(H) Here is a triangle, ABC. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle ABC, but is a different size: DEF, GHI, or JKL?","Which triangle here has the same shape as triangle ABC, but is a different size?",DEF,GHI,JKL,b,NA,Triangle72.ai,Triangle69.ai,Triangle70.ai,Triangle71.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.53,NA,NA,NA
M08GEO1.4_H10,8,M08GEO1.4,"(H) Here is a triangle, JKL. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle JKL, but is a different size: MNO, PQR, or STU?","Which triangle here has the same shape as triangle JKL, but is a different size?",MNO,PQR,STU,a,NA,Triangle76.ai,Triangle73.ai,Triangle74.ai,Triangle75.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.15,NA,NA,NA
M08GEO1.4_H11,8,M08GEO1.4,"(H) Here is a triangle, STU (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle STU, but is a different size: IJK, XYZ, or ABC?","Which triangle here has the same shape as triangle STU, but is a different size?",IJK,XYZ,ABC,c,NA,Triangle80.ai,Triangle77.ai,Triangle78.ai,Triangle79.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.24,NA,NA,NA
M08GEO1.4_H12,8,M08GEO1.4,"(H) Here is a triangle, ABC. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle ABC, but is a different size: DEF, GHI or JKL?","Which triangle here has the same shape as triangle ABC, but is a different size?",DEF,GHI,JKL,a,NA,Triangle84.ai,Triangle81.ai,Triangle82.ai,Triangle83.ai,Shapes,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G8_M08GEO1.4_H12_intro.mp3,Math_G8_M08GEO1.4_H12_stem.mp3,Math_G8_M08GEO1.4_H12_a.mp3,Math_G8_M08GEO1.4_H12_b.mp3,Math_G8_M08GEO1.4_H12_c.mp3,FT,OI,OI,OI,NA,0.29,0.29,0.29,0.29
M08GEO1.4_L01,8,M08GEO1.4,"(L) Here is a triangle, ABC. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle ABC, but is a different size: DEF, GHI, or JKL?","Which triangle here has the same shape as triangle ABC, but is a different size?",DEF,GHI,JKL,a,NA,Triangle151.ai,Triangle85.ai,Triangle86.ai,Triangle87.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.32,NA,NA,NA
M08GEO1.4_L02,8,M08GEO1.4,"(L) Here is a triangle, JKL. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle JKL, but is a different size: MNO, PQR, or STU?","Which triangle here has the same shape as triangle JKL, but is a different size?",MNO,PQR,STU,b,NA,Triangle91.ai,Triangle88.ai,Triangle89.ai,Triangle90.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.44,NA,NA,NA
M08GEO1.4_L03,8,M08GEO1.4,"(L) Here is a triangle, DEF. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle DEF, but is a different size: ABC, TUV, or XYZ?","Which triangle here has the same shape as triangle DEF, but is a different size?",ABC,TUV,XYZ,a,NA,Triangle95.ai,Triangle92.ai,Triangle93.ai,Triangle94.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.55,NA,NA,NA
M08GEO1.4_L04,8,M08GEO1.4,"(L) Here is a triangle, GHI. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle GHI, but is a different size: JKL, MNO, or PQR?","Which triangle here has the same shape as triangle GHI, but is a different size?",JKL,MNO,PQR,c,NA,Triangle99.ai,Triangle96.ai,Triangle97.ai,Triangle98.ai,Shapes,prompt + graphic,graphic + letters,graphic + letters,graphic + letters,Math_G8_M08GEO1.4_L04_intro.mp3,Math_G8_M08GEO1.4_L04_stem.mp3,Math_G8_M08GEO1.4_L04_a.mp3,Math_G8_M08GEO1.4_L04_b.mp3,Math_G8_M08GEO1.4_L04_c.mp3,FT,OI,OI,OI,NA,-0.34,-0.34,-0.34,-0.34
M08GEO1.4_M05,8,M08GEO1.4,"(M) Here is a triangle, ABC. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle ABC, but is a different size: DEF, GHI, or JKL?","Which triangle here has the same shape as triangle ABC, but is a different size?",DEF,GHI,JKL,c,NA,Triangle103.ai,Triangle100.ai,Triangle101.ai,Triangle102.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.22,NA,NA,NA
M08GEO1.4_M06,8,M08GEO1.4,"(M) Here is a triangle, ABC. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle ABC, but is a different size: DEF, GHI, or JKL?","Which triangle here has the same shape as triangle ABC, but is a different size?",DEF,GHI,JKL,a,NA,Triangle107.ai,Triangle104.ai,Triangle105.ai,Triangle106.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.19,NA,NA,NA
M08GEO1.4_M07,8,M08GEO1.4,"(M) Here is a triangle, STU. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle STU, but is a different size: ABC, GHI, or XYZ?","Which triangle here has the same shape as triangle STU, but is a different size?",ABC,GHI,XYZ,b,NA,Triangle111.ai,Triangle108.ai,Triangle109.ai,Triangle110.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.6,NA,NA,NA
M08GEO1.4_M08,8,M08GEO1.4,"(M) Here is a triangle, GHI. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle GHI, but is a different size: JKL, MNO, or PQR?",Which triangle here has the same shape as triangle GHI but is a different size?,JKL,MNO,PQR,c,NA,Triangle115.ai,Triangle112.ai,Triangle113.ai,Triangle114.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.23,NA,NA,NA
M08GEO1.4_SAMPLE,8,M08GEO1.4,"(H) Here is a triangle, ABC. (Point to student materials.) A figure is similar to another if it has the same shape, but is a different size. Which triangle here has the same shape as triangle ABC, but is a different size: DEF, GHI, or JKL?","Which triangle here has the same shape as triangle ABC, but is a different size?",DEF,GHI,JKL,b,NA,Triangle119.ai,Triangle116.ai,Triangle117.ai,Triangle118.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M08GEO2.6_H09,8,M08GEO2.6,"(H) Here is a right triangle. (Point to student materials.) The hypotenuse of a triangle is calculated using the equation a^2 + b^2 = c^2. If the side lengths of the triangle are 5 and 12, which of the following is the appropriate hypotenuse length: 5, 13, or 21?","If the side lengths of the triangle are 5 and 12, which of the following is the appropriate hypotenuse length?",5,13,21,b,NA,Triangle120.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G8_M08GEO2.6_H09_intro.mp3,Math_G8_M08GEO2.6_H09_stem.mp3,Math_G8_M08GEO2.6_H09_a.mp3,Math_G8_M08GEO2.6_H09_b.mp3,Math_G8_M08GEO2.6_H09_c.mp3,FT,OI,OI,OI,NA,2.24,2.24,2.24,2.24
M08GEO2.6_H10,8,M08GEO2.6,"(H) Here is a right triangle. (Point to student materials.) The hypotenuse of a triangle is calculated using the equation a^2 + b^2 = c^2. If the side lengths of the triangle are 2 and 3, which of the following is the appropriate hypotenuse length: 1, 2, or 3.6?","If the side lengths of the triangle are 2 and 3, which of the following is the appropriate hypotenuse length?",1,2,3.6,c,NA,Triangle121.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.79,NA,NA,NA
M08GEO2.6_H11,8,M08GEO2.6,"(H) Here is a right triangle. (Point to student materials.) The hypotenuse of a triangle is calculated using the equation a^2 + b^2 = c^2. If the side lengths of the triangle are 3 and 4, which of the following is the appropriate hypotenuse length: 1, 5, or 10?","If the side lengths of the triangle are 3 and 4, which of the following is the appropriate hypotenuse length?",1,5,10,b,NA,Triangle122.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M08GEO2.6_H12,8,M08GEO2.6,"(H) Here is a right triangle. (Point to student materials.) The hypotenuse of a triangle is calculated using the equation a^2 + b^2 = c^2. If the side lengths of the triangle are 8 and 5, which of the following is the appropriate hypotenuse length: 4, 7, or 9.4?","If the side lengths of the triangle are 8 and 5, which of the following is the appropriate hypotenuse length?",4,7,9.4,c,NA,Triangle123.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M08GEO2.6_L01,8,M08GEO2.6,"(L) Here is a right triangle, DEF. (Point to student materials.) Which angle is the right angle in triangle DEF: angle DEF, angle FDE, or angle EFD?",Which angle is the right angle in triangle DEF?,DEF,FDE,EFD,a,NA,Triangle124.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.56,NA,NA,NA
M08GEO2.6_L02,8,M08GEO2.6,"(L) Here is a right triangle, MNO. (Point to student materials.) Which angle is the right angle in triangle MNO: angle MNO, angle NOM, or angle OMN?",Which angle is the right angle in triangle MNO?,MNO,NOM,OMN,c,NA,Triangle125.ai,NA,NA,NA,Shapes,prompt + graphic,letters only,letters only,letters only,Math_G8_M08GEO2.6_L02_intro.mp3,Math_G8_M08GEO2.6_L02_stem.mp3,Math_G8_M08GEO2.6_L02_a.mp3,Math_G8_M08GEO2.6_L02_b.mp3,Math_G8_M08GEO2.6_L02_c.mp3,FT,OI,OI,OI,NA,1.46,1.46,1.46,1.46
M08GEO2.6_L03,8,M08GEO2.6,"(L) Here is a right triangle, STU. (Point to student materials.) Which angle is the right angle in triangle STU: angle STU, angle TUS, or angle UST?",Which angle is the right angle in triangle STU?,STU,TUS,UST,b,NA,Triangle126.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO2.6_L04,8,M08GEO2.6,"(L) Here is a right triangle, JKL. (Point to student materials.) Which angle is the right angle in triangle JKL: angle JKL, angle LJK, or angle KLJ?",Which angle is the right angle in triangle JKL?,JKL,LJK,KJL,a,NA,Triangle127.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO2.6_M05,8,M08GEO2.6,"(M) Here is a right triangle, DEF. (Point to student materials.) The hypotenuse is the side opposite this right angle. Which line is the hypotenuse of triangle DEF: line DE, line EF, or line FD?",Which line is the hypotenuse of triangle DEF?,DE,EF,FD,c,NA,Triangle128.ai,Line_DE.ai,Line_EF.ai,Line_FD.ai,Shapes/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO2.6_M06,8,M08GEO2.6,"(M) Here is a right triangle, LMN. (Point to student materials.) The hypotenuse is the side opposite this right angle. Which line is the hypotenuse of triangle LMN: line LM, line MN, or line LN?",Which line is the hypotenuse  of triangle LMN?,LM,MN,LN,c,NA,Triangle129.ai,Line_LM.ai,Line_MN.ai,Line_LN.ai,Shapes/Misc.,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G8_M08GEO2.6_M06_intro.mp3,Math_G8_M08GEO2.6_M06_stem.mp3,Math_G8_M08GEO2.6_M06_stem.mp3,Math_G8_M08GEO2.6_M06_a.mp3,Math_G8_M08GEO2.6_M06_b.mp3,FT,OI,OI,OI,NA,1.73,1.73,1.73,1.73
M08GEO2.6_M07,8,M08GEO2.6,"(M) Here is a right triangle STU. (Point to student materials.) The hypotenuse is the side opposite this right angle.Which line is the hypotenuse  of triangle STU: line ST, line TU, or line US?",Which line is the hypotenuse  of triangle STU?,ST,TU,US,c,NA,Triangle130.ai,Line_ST.ai,Line_TU.ai,Line_US.ai,Shapes/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO2.6_M08,8,M08GEO2.6,"(M) Here is a right triangle, ABC. (Point to student materials.) The hypotenuse is the side opposite this right angle. Which line is the hypotenuse  of triangle ABC: line AB line BC or line CA?",Which line is the hypotenuse  of triangle ABC?,AB,BC,CA,c,NA,Triangle131.ai,Line_AB.ai,Line_BC.ai,Line_CA.ai,Shapes/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO2.6_SAMPLE,8,M08GEO2.6,"(L) Here is a right triangle, ABC. (Point to student materials.) Which angle is the right angle in triangle ABC: angle ABC, angle BCA, or angle CAB?",Which angle is the right angle in triangle ABC?,ABC,BCA,CAB,a,NA,Triangle132.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_H09,8,M08GEO3.9,"(H) Here is a box that is 11 feet long, 2 feet wide, and 3 feet high. (Point to student materials.) How many cubic feet is this box: 60, 66, 82?",How many cubic feet is this box?,60,66,82,b,NA,Square_Cubes103.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G8_M08GEO3.9_H09_intro.mp3,Math_G8_M08GEO3.9_H09_stem.mp3,Math_G8_M08GEO3.9_H09_a.mp3,Math_G8_M08GEO3.9_H09_b.mp3,Math_G8_M08GEO3.9_H09_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.5584
